Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Series D - Trustpilot,https://www.crunchbase.com/funding_round/trustpilot-series-d--5570491f,Trustpilot,https://www.crunchbase.com/organization/trustpilot,Series D,"$73,500,000","May 28, 2015",Late Stage Venture,,Yes,6,5
Series C - Chartbeat,https://www.crunchbase.com/funding_round/chartbeat-series-c--60a20b5e,Chartbeat,https://www.crunchbase.com/organization/chartbeat,Series C,"$15,500,000","May 6, 2015",Late Stage Venture,,Yes,6,4
Series B - NeuroVigil,https://www.crunchbase.com/funding_round/neurovigil-series-b--b8c522de,NeuroVigil,https://www.crunchbase.com/organization/neurovigil,Series B,,"May 1, 2015",Early Stage Venture,,Yes,5,2
Series A - resin.io,https://www.crunchbase.com/funding_round/resin-io-series-a--b42a115f,resin.io,https://www.crunchbase.com/organization/resin-io,Series A,"$3,000,000","Apr 14, 2015",Early Stage Venture,,Yes,2,2
Series B - WaterSmart Software,https://www.crunchbase.com/funding_round/watersmart-software-series-b--4e96c5c9,WaterSmart Software,https://www.crunchbase.com/organization/watersmart-software,Series B,"$7,000,000","Apr 7, 2015",Early Stage Venture,,Yes,5,4
Series B - Livongo,https://www.crunchbase.com/funding_round/livongo-health-series-b--c1601e21,Livongo,https://www.crunchbase.com/organization/livongo-health,Series B,"$20,000,000","Apr 7, 2015",Early Stage Venture,,Yes,2,1
Funding Round - Conversocial,https://www.crunchbase.com/funding_round/conversocial-undisclosed--3cb50ed7,Conversocial,https://www.crunchbase.com/organization/conversocial,Funding Round,"£749,997","Apr 1, 2015",,,Yes,1,
Series B - Remitly,https://www.crunchbase.com/funding_round/remitly-series-b--248ec183,Remitly,https://www.crunchbase.com/organization/remitly,Series B,"$12,500,000","Mar 19, 2015",Early Stage Venture,,Yes,4,2
Series A - Twin Prime,https://www.crunchbase.com/funding_round/twin-prime-inc-series-a--2ce192d0,Twin Prime,https://www.crunchbase.com/organization/twin-prime-inc,Series A,"$9,500,000","Mar 18, 2015",Early Stage Venture,,Yes,4,5
Angel Round - World Tech Makers,https://www.crunchbase.com/funding_round/world-tech-makers-angel--692318a8,World Tech Makers,https://www.crunchbase.com/organization/world-tech-makers,Angel,,"Jan 25, 2015",Seed,,Yes,2,
Series C - Planet,https://www.crunchbase.com/funding_round/planet-labs-series-c--27e8c4c8,Planet,https://www.crunchbase.com/organization/planet-labs,Series C,"$70,000,000","Jan 20, 2015",Late Stage Venture,,Yes,16,6
Series C - Coinbase,https://www.crunchbase.com/funding_round/coinbase-series-c--480e9ee6,Coinbase,https://www.crunchbase.com/organization/coinbase,Series C,"$75,000,000","Jan 20, 2015",Late Stage Venture,,Yes,12,4
Venture Round - Alchemist Accelerator,https://www.crunchbase.com/funding_round/alchemist-accelerator-series-unknown--67604ed3,Alchemist Accelerator,https://www.crunchbase.com/organization/alchemist-accelerator,Venture - Series Unknown,"$2,100,000","Jan 20, 2015",,,Yes,10,
Series E - SpaceX,https://www.crunchbase.com/funding_round/space-exploration-technologies-series-e--3cbfa3a3,SpaceX,https://www.crunchbase.com/organization/space-exploration-technologies,Series E,"$1,000,000,000","Jan 20, 2015",Late Stage Venture,"$11,000,000,000",Yes,6,4
Venture Round - EdeniQ,https://www.crunchbase.com/funding_round/edeniq-series-unknown--70267cf5,EdeniQ,https://www.crunchbase.com/organization/edeniq,Venture - Series Unknown,"$16,000,000","Jan 20, 2015",,,Yes,4,4
Series D - Rethink Robotics,https://www.crunchbase.com/funding_round/rethink-robotics-series-d--45ed7c64,Rethink Robotics,https://www.crunchbase.com/organization/rethink-robotics,Series D,"$26,600,000","Jan 5, 2015",Late Stage Venture,,Yes,8,4
Series A - Verbling,https://www.crunchbase.com/funding_round/verbling-series-a--37aced03,Verbling,https://www.crunchbase.com/organization/verbling,Series A,"$2,700,000","Dec 12, 2014",Early Stage Venture,,Yes,16,
Series A - Shift,https://www.crunchbase.com/funding_round/shiftcars-series-a--d331e540,Shift,https://www.crunchbase.com/organization/shiftcars,Series A,"$24,000,000","Nov 18, 2014",Early Stage Venture,,Yes,7,
Series C - InsightSquared,https://www.crunchbase.com/funding_round/insightsquared-series-c--557062a7,InsightSquared,https://www.crunchbase.com/organization/insightsquared,Series C,"$13,500,000","Nov 17, 2014",Late Stage Venture,,Yes,4,1
Series A - Zerve,https://www.crunchbase.com/funding_round/zerve-series-a--da9aa314,Zerve,https://www.crunchbase.com/organization/zerve,Series A,"$20,000,000","Nov 10, 2014",Early Stage Venture,,Yes,3,1
Series C - Ambiq Micro,https://www.crunchbase.com/funding_round/ambiq-micro-series-c--fc214f9d,Ambiq Micro,https://www.crunchbase.com/organization/ambiq-micro,Series C,"$15,600,000","Nov 7, 2014",Late Stage Venture,,Yes,6,2
Seed Round - EdeniQ,https://www.crunchbase.com/funding_round/edeniq-seed--21039a69,EdeniQ,https://www.crunchbase.com/organization/edeniq,Seed,"$4,000,000","Nov 3, 2014",Seed,,Yes,1,1
Series C - ShareThis,https://www.crunchbase.com/funding_round/sharethis-series-c--1582f39b,ShareThis,https://www.crunchbase.com/organization/sharethis,Series C,"$9,000,000","Sep 29, 2014",Late Stage Venture,,Yes,8,3
Seed Round - DroneDeploy,https://www.crunchbase.com/funding_round/dronedeploy-seed--610fb633,DroneDeploy,https://www.crunchbase.com/organization/dronedeploy,Seed,"$2,000,000","Sep 19, 2014",Seed,,Yes,5,3
Series G - Ping Identity Corporation,https://www.crunchbase.com/funding_round/ping-identity-corporation-series-g--6fae6117,Ping Identity Corporation,https://www.crunchbase.com/organization/ping-identity-corporation,Series G,"$35,000,000","Sep 18, 2014",Late Stage Venture,,Yes,9,7
Series A - Wellframe,https://www.crunchbase.com/funding_round/wellframe-series-a--c07c7749,Wellframe,https://www.crunchbase.com/organization/wellframe,Series A,"$8,500,000","Sep 8, 2014",Early Stage Venture,,Yes,4,
Series E - DataStax,https://www.crunchbase.com/funding_round/datastax-series-e--ba7af401,DataStax,https://www.crunchbase.com/organization/datastax,Series E,"$106,000,000","Sep 4, 2014",Late Stage Venture,"$724,000,000",Yes,9,3
Series A - Diamanti,https://www.crunchbase.com/funding_round/diamanti-series-a--b2d520fb,Diamanti,https://www.crunchbase.com/organization/diamanti,Series A,"$12,500,000","Sep 1, 2014",Early Stage Venture,,Yes,5,2
Series C - Attero,https://www.crunchbase.com/funding_round/attero-recycling-series-c--7614ee89,Attero,https://www.crunchbase.com/organization/attero-recycling,Series C,"$16,500,000","Aug 28, 2014",Late Stage Venture,,Yes,4,2
Series A - Nervana,https://www.crunchbase.com/funding_round/nervana-systems-series-a--0fd0a6f1,Nervana,https://www.crunchbase.com/organization/nervana-systems,Series A,"$3,300,000","Aug 21, 2014",Early Stage Venture,,Yes,4,1
Series D - Enlighted,https://www.crunchbase.com/funding_round/enlighted-series-d--a058de00,Enlighted,https://www.crunchbase.com/organization/enlighted,Series D,"$20,000,000","Aug 20, 2014",Late Stage Venture,,Yes,5,3
"Series B - Kiwi, Inc.",https://www.crunchbase.com/funding_round/kiwi-inc-series-b--fea78889,"Kiwi, Inc.",https://www.crunchbase.com/organization/kiwi-inc,Series B,"$15,000,000","Aug 6, 2014",Early Stage Venture,,Yes,3,1
Series B - Bright Computing,https://www.crunchbase.com/funding_round/bright-computing-series-b--fc55b80e,Bright Computing,https://www.crunchbase.com/organization/bright-computing,Series B,"$14,500,000","Jul 28, 2014",Early Stage Venture,,Yes,4,2
Private Equity Round - D-Wave Systems,https://www.crunchbase.com/funding_round/d-wave-systems-private-equity--62937adc,D-Wave Systems,https://www.crunchbase.com/organization/d-wave-systems,Private Equity,"$28,360,982","Jul 10, 2014",Private Equity,,Yes,3,2
Series G - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-g--fc9d5995,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series G,"$10,000,000","Jun 2, 2014",Late Stage Venture,,Yes,6,4
Series C - Jibe,https://www.crunchbase.com/funding_round/jibe-series-c--ef6977d3,Jibe,https://www.crunchbase.com/organization/jibe,Series C,"$20,000,000","May 20, 2014",Late Stage Venture,,Yes,6,5
Venture Round - Raydiance,https://www.crunchbase.com/funding_round/raydiance-series-unknown--9e3bd7a7,Raydiance,https://www.crunchbase.com/organization/raydiance,Venture - Series Unknown,"$28,826,488","May 19, 2014",,,Yes,4,1
Venture Round - Chartbeat,https://www.crunchbase.com/funding_round/chartbeat-series-unknown--a6442ff5,Chartbeat,https://www.crunchbase.com/organization/chartbeat,Venture - Series Unknown,"$3,100,000","May 14, 2014",,,Yes,6,3
Series A - Flux Data Inc.,https://www.crunchbase.com/funding_round/flux-factory-series-a--d75e7442,Flux Data Inc.,https://www.crunchbase.com/organization/flux-factory,Series A,"$8,000,000","May 6, 2014",Early Stage Venture,,Yes,3,1
Series C - Doximity,https://www.crunchbase.com/funding_round/doximity-series-c--c19f028b,Doximity,https://www.crunchbase.com/organization/doximity,Series C,"$54,000,000","Apr 29, 2014",Late Stage Venture,,Yes,4,2
Series A - Piqora,https://www.crunchbase.com/funding_round/piqora-series-a--d3d9dcae,Piqora,https://www.crunchbase.com/organization/piqora,Series A,"$7,700,000","Apr 23, 2014",Early Stage Venture,,Yes,4,
Venture Round - Coinplug,https://www.crunchbase.com/funding_round/coinplug-series-unknown--7ddfc806,Coinplug,https://www.crunchbase.com/organization/coinplug,Venture - Series Unknown,"$400,000","Apr 3, 2014",,,Yes,2,
Series D - Tango,https://www.crunchbase.com/funding_round/tango-2-series-d--811638de,Tango,https://www.crunchbase.com/organization/tango-2,Series D,"$280,000,000","Mar 19, 2014",Late Stage Venture,"$820,000,000",Yes,3,2
Series A - Human Longevity,https://www.crunchbase.com/funding_round/human-longevity-series-a--fa56bbe9,Human Longevity,https://www.crunchbase.com/organization/human-longevity,Series A,"$80,000,000","Mar 4, 2014",Early Stage Venture,,Yes,6,
Series C - Good Technology,https://www.crunchbase.com/funding_round/good-technology-series-c--01f91449,Good Technology,https://www.crunchbase.com/organization/good-technology,Series C,"$66,000,000","Mar 1, 2014",Late Stage Venture,,Yes,7,6
Series C - d.light design,https://www.crunchbase.com/funding_round/d-light-design-series-c--8a44a7c1,d.light design,https://www.crunchbase.com/organization/d-light-design,Series C,"$11,000,000","Feb 25, 2014",Late Stage Venture,,Yes,6,5
Series A - Campanja,https://www.crunchbase.com/funding_round/campanja-series-a--edf9be42,Campanja,https://www.crunchbase.com/organization/campanja,Series A,"$5,000,000","Feb 13, 2014",Early Stage Venture,,Yes,5,2
Series A - CircleCI,https://www.crunchbase.com/funding_round/circle-ci-series-a--9e10269b,CircleCI,https://www.crunchbase.com/organization/circle-ci,Series A,"$6,000,000","Feb 7, 2014",Early Stage Venture,,Yes,1,1
Venture Round - PubMatic,https://www.crunchbase.com/funding_round/pubmatic-series-unknown--77e12ec8,PubMatic,https://www.crunchbase.com/organization/pubmatic,Venture - Series Unknown,"$13,000,000","Feb 6, 2014",,,Yes,5,5
Series A - Meetup,https://www.crunchbase.com/funding_round/meetup-series-a--c70168b2,Meetup,https://www.crunchbase.com/organization/meetup,Series A,"$1,000,000","Jan 9, 2014",Early Stage Venture,,Yes,2,1
Series B - Retrofit,https://www.crunchbase.com/funding_round/retrofit-series-b--f953e8e3,Retrofit,https://www.crunchbase.com/organization/retrofit,Series B,"$5,000,000","Dec 20, 2013",Early Stage Venture,,Yes,5,1
Series B - Telly,https://www.crunchbase.com/funding_round/twitvid-series-b--884c6f7b,Telly,https://www.crunchbase.com/organization/twitvid,Series B,"$8,000,000","Dec 19, 2013",Early Stage Venture,,Yes,7,2
Series B - Planet,https://www.crunchbase.com/funding_round/planet-labs-series-b--5586e28f,Planet,https://www.crunchbase.com/organization/planet-labs,Series B,"$52,000,000","Dec 18, 2013",Early Stage Venture,,Yes,12,5
Series A - RethinkDB,https://www.crunchbase.com/funding_round/rethinkdb-series-a--e95d2c72,RethinkDB,https://www.crunchbase.com/organization/rethinkdb,Series A,"$8,000,000","Dec 16, 2013",Early Stage Venture,,Yes,3,1
Venture Round - Highlight,https://www.crunchbase.com/funding_round/highlight-series-unknown--4ac2b0ec,Highlight,https://www.crunchbase.com/organization/highlight,Venture - Series Unknown,"$4,000,000","Dec 12, 2013",,,Yes,6,2
Series D - Chef,https://www.crunchbase.com/funding_round/chef-series-d--916ef47b,Chef,https://www.crunchbase.com/organization/chef,Series D,"$32,000,000","Dec 9, 2013",Late Stage Venture,,Yes,6,7
Series D - Flurry,https://www.crunchbase.com/funding_round/flurry-series-d--4ebd2e02,Flurry,https://www.crunchbase.com/organization/flurry,Series D,"$12,500,000","Dec 6, 2013",Late Stage Venture,,Yes,5,2
Seed Round - YourMechanic,https://www.crunchbase.com/funding_round/yourmechanic-seed--49de7eb9,YourMechanic,https://www.crunchbase.com/organization/yourmechanic,Seed,"$2,200,000","Dec 1, 2013",Seed,,Yes,3,
Series F - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-f--fda56c8e,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series F,"$20,000,000","Nov 27, 2013",Late Stage Venture,,Yes,7,4
Venture Round - NinthDecimal,https://www.crunchbase.com/funding_round/ninthdecimal-series-unknown--ad71801e,NinthDecimal,https://www.crunchbase.com/organization/ninthdecimal,Venture - Series Unknown,"$9,165,053","Nov 20, 2013",,,Yes,1,
Series F - Redfin,https://www.crunchbase.com/funding_round/redfin-series-f--851c7ce7,Redfin,https://www.crunchbase.com/organization/redfin,Series F,"$50,000,000","Nov 13, 2013",Late Stage Venture,,Yes,10,7
Series A - Selligy,https://www.crunchbase.com/funding_round/selligy-series-a--b1f49649,Selligy,https://www.crunchbase.com/organization/selligy,Series A,"$2,800,000","Nov 13, 2013",Early Stage Venture,,Yes,4,1
Series A - BrightVolt,https://www.crunchbase.com/funding_round/solicore-series-a--9f828101,BrightVolt,https://www.crunchbase.com/organization/solicore,Series A,"$4,000,000","Nov 12, 2013",Early Stage Venture,,Yes,6,3
Series A - Newsle,https://www.crunchbase.com/funding_round/newsle-series-a--a39fde8d,Newsle,https://www.crunchbase.com/organization/newsle,Series A,"$200,000","Nov 8, 2013",Early Stage Venture,,Yes,5,2
Series C - Rethink Robotics,https://www.crunchbase.com/funding_round/rethink-robotics-series-c--1637e281,Rethink Robotics,https://www.crunchbase.com/organization/rethink-robotics,Series C,"$11,500,002","Nov 1, 2013",Late Stage Venture,,Yes,6,4
Private Equity Round - Komli Media,https://www.crunchbase.com/funding_round/komli-media-private-equity--3b68168b,Komli Media,https://www.crunchbase.com/organization/komli-media,Private Equity,"$30,000,000","Oct 24, 2013",Private Equity,,Yes,5,2
Venture Round - SportPursuit,https://www.crunchbase.com/funding_round/sportpursuit-series-unknown--5547e08b,SportPursuit,https://www.crunchbase.com/organization/sportpursuit,Venture - Series Unknown,"£2,200,000","Oct 23, 2013",,,Yes,1,
Debt Financing - Glycos Biotechnologies,https://www.crunchbase.com/funding_round/glycos-biotechnologies-debt-financing--c5700e08,Glycos Biotechnologies,https://www.crunchbase.com/organization/glycos-biotechnologies,Debt Financing,"$375,250","Oct 10, 2013",,,No,2,2
Venture Round - ICIX,https://www.crunchbase.com/funding_round/icix-international-series-unknown--14d3d490,ICIX,https://www.crunchbase.com/organization/icix-international,Venture - Series Unknown,"$20,260,717","Sep 28, 2013",,,Yes,1,1
Series B - AngelList,https://www.crunchbase.com/funding_round/angellist-series-b--ff5a2ea7,AngelList,https://www.crunchbase.com/organization/angellist,Series B,"$24,000,000","Sep 22, 2013",Early Stage Venture,"$126,000,000",Yes,32,9
Series A - WaterSmart Software,https://www.crunchbase.com/funding_round/watersmart-software-series-a--76e75526,WaterSmart Software,https://www.crunchbase.com/organization/watersmart-software,Series A,"$4,500,000","Aug 27, 2013",Early Stage Venture,,Yes,4,4
Venture Round - Kaiima,https://www.crunchbase.com/funding_round/kaiima-series-unknown--3e050981,Kaiima,https://www.crunchbase.com/organization/kaiima,Venture - Series Unknown,"$65,000,000","Aug 19, 2013",,,Yes,7,3
Seed Round - Carta,https://www.crunchbase.com/funding_round/eshares-seed--53ecbc7f,Carta,https://www.crunchbase.com/organization/eshares,Seed,"$1,800,000","Aug 13, 2013",Seed,,Yes,13,2
Series B - EverSpin Technologies,https://www.crunchbase.com/funding_round/everspin-technologies-series-b--d70f08ba,EverSpin Technologies,https://www.crunchbase.com/organization/everspin-technologies,Series B,"$15,000,000","Aug 12, 2013",Early Stage Venture,,Yes,5,5
"Series B - LendKey Technologies, Inc.",https://www.crunchbase.com/funding_round/lendkey-technologies-inc-series-b--aa463830,"LendKey Technologies, Inc.",https://www.crunchbase.com/organization/lendkey-technologies-inc,Series B,"$12,500,000","Aug 7, 2013",Early Stage Venture,,Yes,4,2
Private Equity Round - Kaiima,https://www.crunchbase.com/funding_round/kaiima-private-equity--e2214b91,Kaiima,https://www.crunchbase.com/organization/kaiima,Private Equity,"$50,000,000","Aug 5, 2013",Private Equity,,Yes,4,
Series E - 4INFO,https://www.crunchbase.com/funding_round/4info-series-e--603f5030,4INFO,https://www.crunchbase.com/organization/4info,Series E,"$8,000,000","Aug 4, 2013",Late Stage Venture,,Yes,5,2
Series D - Superfish,https://www.crunchbase.com/funding_round/superfish-series-d--d0773cb6,Superfish,https://www.crunchbase.com/organization/superfish,Series D,"$10,000,000","Jul 30, 2013",Late Stage Venture,,Yes,3,2
Series A - Concept.io,https://www.crunchbase.com/funding_round/concept-io-series-a--30073c24,Concept.io,https://www.crunchbase.com/organization/concept-io,Series A,"$5,400,000","Jul 18, 2013",Early Stage Venture,"$20,600,000",Yes,5,1
Series F - Ping Identity Corporation,https://www.crunchbase.com/funding_round/ping-identity-corporation-series-f--37ff1a3b,Ping Identity Corporation,https://www.crunchbase.com/organization/ping-identity-corporation,Series F,"$44,000,000","Jul 16, 2013",Late Stage Venture,,Yes,9,3
Series A - QBotix,https://www.crunchbase.com/funding_round/qbotix-series-a--da3b0d0b,QBotix,https://www.crunchbase.com/organization/qbotix,Series A,"$5,000,000","Jul 11, 2013",Early Stage Venture,,Yes,3,1
Series D - Movidius,https://www.crunchbase.com/funding_round/movidius-series-d--0c689626,Movidius,https://www.crunchbase.com/organization/movidius,Series D,"$16,000,000","Jul 10, 2013",Late Stage Venture,,Yes,7,4
Series A - Planet,https://www.crunchbase.com/funding_round/planet-labs-series-a--64598b05,Planet,https://www.crunchbase.com/organization/planet-labs,Series A,"$13,100,000","Jun 25, 2013",Early Stage Venture,,Yes,7,2
Series D - Twilio,https://www.crunchbase.com/funding_round/twilio-series-d--9fc92616,Twilio,https://www.crunchbase.com/organization/twilio,Series D,"$70,000,000","Jun 7, 2013",Late Stage Venture,"$500,000,000",Yes,3,2
Seed Round - Zillabyte,https://www.crunchbase.com/funding_round/zillabyte-seed--77d03519,Zillabyte,https://www.crunchbase.com/organization/zillabyte,Seed,"$1,500,000","Jun 5, 2013",Seed,,Yes,5,
Series B - InsightSquared,https://www.crunchbase.com/funding_round/insightsquared-series-b--4b3cbf69,InsightSquared,https://www.crunchbase.com/organization/insightsquared,Series B,"$8,000,000","Jun 4, 2013",Early Stage Venture,,Yes,3,1
Venture Round - SugarSync,https://www.crunchbase.com/funding_round/sugarsync-series-unknown--4984b4ae,SugarSync,https://www.crunchbase.com/organization/sugarsync,Venture - Series Unknown,"$3,000,000","May 14, 2013",,,Yes,3,1
Venture Round - NanoString Technologies,https://www.crunchbase.com/funding_round/nanostring-technologies-series-unknown--3adc7235,NanoString Technologies,https://www.crunchbase.com/organization/nanostring-technologies,Venture - Series Unknown,"$150,000","May 13, 2013",,,Yes,3,1
Venture Round - EdeniQ,https://www.crunchbase.com/funding_round/edeniq-series-unknown--9b13994f,EdeniQ,https://www.crunchbase.com/organization/edeniq,Venture - Series Unknown,"$6,150,000","May 1, 2013",,,Yes,1,1
Series C - Enlighted,https://www.crunchbase.com/funding_round/enlighted-series-c--258af9e2,Enlighted,https://www.crunchbase.com/organization/enlighted,Series C,"$20,000,000","Apr 18, 2013",Late Stage Venture,"$66,760,000",Yes,5,4
Venture Round - Kout,https://www.crunchbase.com/funding_round/kout-series-unknown--31eaa01c,Kout,https://www.crunchbase.com/organization/kout,Venture - Series Unknown,"$1,600,000","Apr 1, 2013",,,Yes,2,
Venture Round - Varolii,https://www.crunchbase.com/funding_round/varolii-series-unknown--dc81c00f,Varolii,https://www.crunchbase.com/organization/varolii,Venture - Series Unknown,"$3,000,000","Apr 1, 2013",,,Yes,1,2
Venture Round - 4INFO,https://www.crunchbase.com/funding_round/4info-series-unknown--5bd3f323,4INFO,https://www.crunchbase.com/organization/4info,Venture - Series Unknown,"$4,288,000","Apr 1, 2013",,,Yes,2,1
Series C - ShareThis,https://www.crunchbase.com/funding_round/sharethis-series-c--e8329bb4,ShareThis,https://www.crunchbase.com/organization/sharethis,Series C,"$23,000,000","Mar 20, 2013",Late Stage Venture,,Yes,12,4
Series A - Spiral Genetics,https://www.crunchbase.com/funding_round/spiral-genetics-series-a--627eedf1,Spiral Genetics,https://www.crunchbase.com/organization/spiral-genetics,Series A,"$3,215,591","Mar 12, 2013",Early Stage Venture,,Yes,1,
Series B - Servio,https://www.crunchbase.com/funding_round/servio-series-b--18e80bdd,Servio,https://www.crunchbase.com/organization/servio,Series B,"$4,256,180","Mar 6, 2013",Early Stage Venture,,Yes,1,
Series B - Retailigence,https://www.crunchbase.com/funding_round/retailigence-series-b--2a1f4f30,Retailigence,https://www.crunchbase.com/organization/retailigence,Series B,"$6,300,000","Mar 5, 2013",Early Stage Venture,,Yes,6,1
Series E - Yodle,https://www.crunchbase.com/funding_round/yodle-series-e--c7d48751,Yodle,https://www.crunchbase.com/organization/yodle,Series E,"$5,000,000","Feb 27, 2013",Late Stage Venture,,Yes,1,2
Series B - Aveillant,https://www.crunchbase.com/funding_round/aveillant-series-b--fc8e3490,Aveillant,https://www.crunchbase.com/organization/aveillant,Series B,"£6,750,000","Feb 20, 2013",Early Stage Venture,,Yes,4,
Series C - Pentalum Technologies,https://www.crunchbase.com/funding_round/pentalum-technologies-series-c--ffdd9ef9,Pentalum Technologies,https://www.crunchbase.com/organization/pentalum-technologies,Series C,"$5,500,000","Feb 20, 2013",Late Stage Venture,,Yes,2,
Seed Round - Virool,https://www.crunchbase.com/funding_round/virool-seed--1d8ee433,Virool,https://www.crunchbase.com/organization/virool,Seed,"$6,620,000","Feb 14, 2013",Seed,,Yes,24,3
Series B - Jibe,https://www.crunchbase.com/funding_round/jibe-series-b--a6011eb4,Jibe,https://www.crunchbase.com/organization/jibe,Series B,"$10,000,000","Feb 5, 2013",Early Stage Venture,,Yes,6,4
Series E - Box,https://www.crunchbase.com/funding_round/box-series-e--893c363d,Box,https://www.crunchbase.com/organization/box,Series E,"$25,000,000","Jan 29, 2013",Late Stage Venture,,Yes,4,8
Seed Round - Emu Messenger,https://www.crunchbase.com/funding_round/emu-chat-seed--1d6235ac,Emu Messenger,https://www.crunchbase.com/organization/emu-chat,Seed,"$1,500,000","Jan 28, 2013",Seed,,Yes,4,
Venture Round - Prosper,https://www.crunchbase.com/funding_round/prosper-series-unknown--2abb7e84,Prosper,https://www.crunchbase.com/organization/prosper,Venture - Series Unknown,"$20,000,000","Jan 22, 2013",,,Yes,8,5
Venture Round - PulsePoint,https://www.crunchbase.com/funding_round/pulsepoint-series-unknown--b9651c15,PulsePoint,https://www.crunchbase.com/organization/pulsepoint,Venture - Series Unknown,"$3,000,000","Jan 1, 2013",,,Yes,5,2
Series D - SpaceX,https://www.crunchbase.com/funding_round/space-exploration-technologies-series-d--1b90688b,SpaceX,https://www.crunchbase.com/organization/space-exploration-technologies,Series D,"$30,000,000","Dec 21, 2012",Late Stage Venture,"$4,000,000,000",Yes,2,2
Venture Round - Flywheel,https://www.crunchbase.com/funding_round/scienergy-series-unknown--b7564ff1,Flywheel,https://www.crunchbase.com/organization/scienergy,Venture - Series Unknown,"$3,000,000","Dec 21, 2012",,,Yes,1,1
Series B - Eve Biomedical,https://www.crunchbase.com/funding_round/eve-biomedical-series-b--252689e4,Eve Biomedical,https://www.crunchbase.com/organization/eve-biomedical,Series B,"$6,002,724","Dec 20, 2012",Early Stage Venture,,Yes,1,1
Venture Round - Redux,https://www.crunchbase.com/funding_round/redux-series-unknown--d92fb2d6,Redux,https://www.crunchbase.com/organization/redux,Venture - Series Unknown,"$1,000,000","Dec 11, 2012",,,Yes,1,1
Funding Round - ACHICA,https://www.crunchbase.com/funding_round/achica-undisclosed--88998968,ACHICA,https://www.crunchbase.com/organization/achica,Funding Round,"£8,249,130","Dec 5, 2012",,,Yes,3,
Series E - NanoString Technologies,https://www.crunchbase.com/funding_round/nanostring-technologies-series-e--4001b5b2,NanoString Technologies,https://www.crunchbase.com/organization/nanostring-technologies,Series E,"$15,300,000","Dec 3, 2012",Late Stage Venture,,Yes,7,4
Series D - Nantero,https://www.crunchbase.com/funding_round/nantero-series-d--359a83db,Nantero,https://www.crunchbase.com/organization/nantero,Series D,"$15,000,000","Nov 28, 2012",Late Stage Venture,,Yes,8,6
Series C - EverythingMe,https://www.crunchbase.com/funding_round/everything-me-series-c--13266c64,EverythingMe,https://www.crunchbase.com/organization/everything-me,Series C,"$25,000,000","Nov 28, 2012",Late Stage Venture,,Yes,5,2
Venture Round - Xtime,https://www.crunchbase.com/funding_round/xtime-series-unknown--025b2c7d,Xtime,https://www.crunchbase.com/organization/xtime,Venture - Series Unknown,"$23,000,000","Nov 13, 2012",,,Yes,5,5
Series A - Retrofit,https://www.crunchbase.com/funding_round/retrofit-series-a--d64831f2,Retrofit,https://www.crunchbase.com/organization/retrofit,Series A,"$8,000,000","Nov 13, 2012",Early Stage Venture,,Yes,5,2
Venture Round - ICIX,https://www.crunchbase.com/funding_round/icix-international-series-unknown--5162c910,ICIX,https://www.crunchbase.com/organization/icix-international,Venture - Series Unknown,"$2,203,588","Nov 13, 2012",,,Yes,1,1
Venture Round - Neul,https://www.crunchbase.com/funding_round/neul-series-unknown--0dd319ec,Neul,https://www.crunchbase.com/organization/neul,Venture - Series Unknown,"£645,162","Nov 7, 2012",,,Yes,1,
Series B - Ambiq Micro,https://www.crunchbase.com/funding_round/ambiq-micro-series-b--0d7ef77b,Ambiq Micro,https://www.crunchbase.com/organization/ambiq-micro,Series B,"$3,600,000","Nov 2, 2012",Early Stage Venture,,Yes,2,1
"Series B - Zettaset, Inc.",https://www.crunchbase.com/funding_round/goto-metrics-series-b--fc7069c9,"Zettaset, Inc.",https://www.crunchbase.com/organization/goto-metrics,Series B,"$10,000,000","Nov 1, 2012",Early Stage Venture,,Yes,4,3
Series D - Flurry,https://www.crunchbase.com/funding_round/flurry-series-d--01c48c81,Flurry,https://www.crunchbase.com/organization/flurry,Series D,"$25,000,000","Nov 1, 2012",Late Stage Venture,,Yes,7,5
Series B - General Assembly,https://www.crunchbase.com/funding_round/general-assembly-series-b--812dc12a,General Assembly,https://www.crunchbase.com/organization/general-assembly,Series B,"$9,800,000","Oct 31, 2012",Early Stage Venture,,Yes,9,2
Series A - isocket,https://www.crunchbase.com/funding_round/isocket-series-a--c61b3574,isocket,https://www.crunchbase.com/organization/isocket,Series A,"$8,000,000","Oct 31, 2012",Early Stage Venture,,Yes,7,4
Seed Round - Zapier,https://www.crunchbase.com/funding_round/zapier-seed--ec418d32,Zapier,https://www.crunchbase.com/organization/zapier,Seed,"$1,300,000","Oct 31, 2012",Seed,,Yes,5,
Series F - BrightSource Energy,https://www.crunchbase.com/funding_round/brightsource-energy-series-f--3a13b437,BrightSource Energy,https://www.crunchbase.com/organization/brightsource-energy,Series F,"$80,000,000","Oct 24, 2012",Late Stage Venture,,Yes,8,1
